,epic,expiry,name,forceOpenAllowed,stopsLimitsAllowed,lotSize,unit,type,controlledRiskAllowed,streamingPricesAvailable,marketId,currencies,sprintMarketsMinimumExpiryTime,sprintMarketsMaximumExpiryTime,marginDepositBands,marginFactor,marginFactorUnit,slippageFactor,limitedRiskPremium,openingHours,expiryDetails,rolloverDetails,newsCode,chartCode,country,valueOfOnePip,onePipMeans,contractSize,specialInfo,minStepDistance,minDealSize,minControlledRiskStopDistance,minNormalStopOrLimitDistance,maxStopOrLimitDistance,marketOrderPreference,trailingStopsPreference,marketStatus,netChange,percentageChange,updateTime,delayTime,bid,offer,high,low,binaryOdds,decimalPlacesFactor,scalingFactor,controlledRiskExtraSpread,file_name,spread,average,diff_high-low,percent_spread-hl
12224,EH.D.WIHLSS.DAILY.IP,DFB,Wihlborgs Fastigheter AB,True,True,1.0,AMOUNT,SHARES,True,False,WIHL-SE,"[{'code': 'SEK', 'symbol': 'SK', 'baseExchangeRate': 11.612995, 'exchangeRate': 0.08, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 40, 'margin': 35, 'currency': 'SEK'}, {'min': 40, 'max': 260, 'margin': 35, 'currency': 'SEK'}, {'min': 260, 'max': 800, 'margin': 54.95, 'currency': 'SEK'}, {'min': 800, 'max': None, 'margin': 75, 'currency': 'SEK'}]",35,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:25'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,WIHL.ST,WIHL,SE,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-225.0,-1.39,14:01:25,15,15900.0,15990.0,16371.0,15860.0,,2,1,47.52,Wihlborgs Fastigheter AB_5Min_ID_EH.D.WIHLSS.DAILY.IP_ID_.csv,132.0,18260.0,2225.0,5.932584269662922
12225,ED.D.WBAGGY.DAILY.IP,DFB,Wild Bunch AG,True,True,1.0,AMOUNT,SHARES,True,False,WBAG-DE,"[{'code': 'EUR', 'symbol': 'E', 'baseExchangeRate': 1.155885, 'exchangeRate': 0.9, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 49, 'margin': 25, 'currency': 'EUR'}, {'min': 49, 'max': 171.5, 'margin': 40, 'currency': 'EUR'}, {'min': 171.5, 'max': 196, 'margin': 60, 'currency': 'EUR'}, {'min': 196, 'max': None, 'margin': 75, 'currency': 'EUR'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,WBAHk.DE,WBAG,DE,,,,"['Closing Only', 'Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 12.5}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-0.98,-0.49,12:17:29,0,193.52,204.51,206.52,193.52,,2,1,1.99,Wild Bunch AG_5Min_ID_ED.D.WBAGGY.DAILY.IP_ID_.csv,,,112.72,
12226,KN.D.DHXBCN.DAILY.IP,DFB,WildBrain Ltd,True,True,1.0,AMOUNT,SHARES,True,False,DHXBCN-CA,"[{'code': 'CAD', 'symbol': 'CD', 'baseExchangeRate': 1.772335, 'exchangeRate': 0.55, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 90, 'margin': 25, 'currency': 'CAD'}, {'min': 90, 'max': 585, 'margin': 40, 'currency': 'CAD'}, {'min': 585, 'max': 1800, 'margin': 60, 'currency': 'CAD'}, {'min': 1800, 'max': None, 'margin': 75, 'currency': 'CAD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,WILD.TO,DHXb,CA,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:59:57,0,302.0,302.0,,,,1,1,0.0,WildBrain Ltd_5Min_ID_KN.D.DHXBCN.DAILY.IP_ID_.csv,6.0,160.0,171.0,3.508771929824561
12227,UD.D.WHLMUS.DAILY.IP,DFB,Wilhelmina International Inc,True,True,1.0,AMOUNT,SHARES,True,False,WHLM-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3960425, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 15, 'margin': 25, 'currency': 'USD'}, {'min': 15, 'max': 90, 'margin': 40, 'currency': 'USD'}, {'min': 90, 'max': 495, 'margin': 75, 'currency': 'USD'}, {'min': 495, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,WHLM.O,WHLM,US,,,,"['Closing Only', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:50:24,0,650.0,650.0,,,,1,1,0.0,Wilhelmina International Inc_5Min_ID_UD.D.WHLMUS.DAILY.IP_ID_.csv,,,252.0,
12228,UD.D.WVVIUS.DAILY.IP,DFB,Willamette Valley Vineyards Inc,True,True,1.0,AMOUNT,SHARES,True,False,WVVI-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3960425, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 17, 'margin': 25, 'currency': 'USD'}, {'min': 17, 'max': 51, 'margin': 40, 'currency': 'USD'}, {'min': 51, 'max': 59.5, 'margin': 60, 'currency': 'USD'}, {'min': 59.5, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,WVVI.O,WVVI,US,,,,"['Closing Only', 'Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:55:28,0,827.0,827.0,,,,1,1,0.0,Willamette Valley Vineyards Inc_5Min_ID_UD.D.WVVIUS.DAILY.IP_ID_.csv,,,119.89999999999998,
12229,UD.D.WLDNUS.DAILY.IP,DFB,Willdan Group Inc,True,True,1.0,AMOUNT,SHARES,True,False,WLDN-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3960425, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 15, 'margin': 25, 'currency': 'USD'}, {'min': 15, 'max': 90, 'margin': 40, 'currency': 'USD'}, {'min': 90, 'max': 300, 'margin': 60, 'currency': 'USD'}, {'min': 300, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,WLDN.O,WLDN,US,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:59:57,0,4880.0,4880.0,,,,2,1,0.0,Willdan Group Inc_5Min_ID_UD.D.WLDNUS.DAILY.IP_ID_.csv,870.0,3814.0,2073.0,41.96816208393632
12230,KA.D.WMH.DAILY.IP,DFB,William Hill PLC,True,True,1.0,AMOUNT,SHARES,True,False,WMH-UK,"[{'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 1000, 'margin': 25, 'currency': 'GBP'}, {'min': 1000, 'max': 5500, 'margin': 35, 'currency': 'GBP'}, {'min': 5500, 'max': 8000, 'margin': 45, 'currency': 'GBP'}, {'min': 8000, 'max': None, 'margin': 75, 'currency': 'GBP'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,WMH.L,WMH,GB,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'PERCENTAGE', 'value': 2.0}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-0.05,-0.02,12:39:16,0,269.61,271.19,271.68,269.62,,2,1,0.0,William Hill PLC_5Min_ID_KA.D.WMH.DAILY.IP_ID_.csv,1.4399999999999977,268.95000000000005,4.189999999999998,34.36754176610975
12231,SH.D.WMBUS.DAILY.IP,DFB,Williams Cos Inc,True,True,1.0,AMOUNT,SHARES,True,False,WMB-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.396043, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 150, 'margin': 20, 'currency': 'USD'}, {'min': 150, 'max': 1500, 'margin': 20, 'currency': 'USD'}, {'min': 1500, 'max': 9525, 'margin': 40, 'currency': 'USD'}, {'min': 9525, 'max': None, 'margin': 75, 'currency': 'USD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 0.7, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,WMB.N,WMB,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,21:00:15,0,2307.0,2311.0,,,,2,1,6.93,Williams Cos Inc_5Min_ID_SH.D.WMBUS.DAILY.IP_ID_.csv,5.0,2199.5,301.0,1.6611295681063125
12232,SH.D.WSM.DAILY.IP,DFB,Williams-Sonoma Inc,True,True,1.0,AMOUNT,SHARES,True,False,WSM-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3960255, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 25, 'margin': 20, 'currency': 'USD'}, {'min': 25, 'max': 150, 'margin': 20, 'currency': 'USD'}, {'min': 150, 'max': 500, 'margin': 40, 'currency': 'USD'}, {'min': 500, 'max': None, 'margin': 75, 'currency': 'USD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,WSM.N,WSM,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,21:00:03,0,12430.0,12438.0,,,,2,1,37.3,Williams-Sonoma Inc_5Min_ID_SH.D.WSM.DAILY.IP_ID_.csv,70.0,10495.0,5203.0,1.3453776667307322
12233,UD.D.WLFCUS.DAILY.IP,DFB,Willis Lease Finance Corporation,True,True,1.0,AMOUNT,SHARES,True,False,WLFC-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3960255, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 25, 'currency': 'USD'}, {'min': 10, 'max': 30, 'margin': 40, 'currency': 'USD'}, {'min': 30, 'max': 55, 'margin': 60, 'currency': 'USD'}, {'min': 55, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,WLFC.O,WLFC,US,,,,"['Closing Only', 'Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:59:54,0,3262.0,3262.0,,,,2,1,0.0,Willis Lease Finance Corporation_5Min_ID_UD.D.WLFCUS.DAILY.IP_ID_.csv,,,1326.0,
12234,UD.D.WLTWUS.DAILY.IP,DFB,Willis Towers Watson PLC,True,True,1.0,AMOUNT,SHARES,True,False,WLTW-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3960295, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 50, 'margin': 20, 'currency': 'USD'}, {'min': 50, 'max': 250, 'margin': 20, 'currency': 'USD'}, {'min': 250, 'max': 1000, 'margin': 40, 'currency': 'USD'}, {'min': 1000, 'max': None, 'margin': 75, 'currency': 'USD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,WLTW.O,WLTW,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:59:59,0,22989.0,22989.0,,,,2,1,0.0,Willis Towers Watson PLC_5Min_ID_UD.D.WLTWUS.DAILY.IP_ID_.csv,123.0,20601.5,3229.0,3.809228863425209
12235,UD.D.WSCUS.DAILY.IP,DFB,WillScot Corporation,True,True,1.0,AMOUNT,SHARES,True,False,WSC-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3960295, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 80, 'margin': 35, 'currency': 'USD'}, {'min': 80, 'max': 520, 'margin': 35, 'currency': 'USD'}, {'min': 520, 'max': 1600, 'margin': 45.15, 'currency': 'USD'}, {'min': 1600, 'max': None, 'margin': 75, 'currency': 'USD'}]",35,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,WSC.O,WSC,US,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:59:57,0,2611.0,2611.0,,,,2,1,0.0,WillScot Corporation_5Min_ID_UD.D.WSCUS.DAILY.IP_ID_.csv,33.0,2101.5,846.0,3.900709219858156
12236,AG.D.WILSP.DAILY.IP,DFB,Wilmar International Ltd,True,True,1.0,AMOUNT,SHARES,True,False,WIL-SG,"[{'code': 'SGD', 'symbol': 'SD', 'baseExchangeRate': 1.853855, 'exchangeRate': 0.45, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 900, 'margin': 20, 'currency': 'SGD'}, {'min': 900, 'max': 9000, 'margin': 20, 'currency': 'SGD'}, {'min': 9000, 'max': 30150, 'margin': 45, 'currency': 'SGD'}, {'min': 30150, 'max': None, 'margin': 75, 'currency': 'SGD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 0.7, 'unit': 'PERCENTAGE'}",,"{'lastDealingDate': '2029-04-06T09:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,WLIL.SI,WIL,SG,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 12.5}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,2.0,0.36,09:05:00,0,548.8,553.2,554.2,543.8,,1,1,1.653,Wilmar International Ltd_5Min_ID_AG.D.WILSP.DAILY.IP_ID_.csv,4.399999999999977,422.5,137.49999999999994,3.1999999999999846
12237,KA.D.WIL.DAILY.IP,DFB,Wilmington Group PLC,True,True,1.0,AMOUNT,SHARES,True,False,WIL-UK,"[{'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 90, 'margin': 25, 'currency': 'GBP'}, {'min': 90, 'max': 270, 'margin': 40, 'currency': 'GBP'}, {'min': 270, 'max': 360, 'margin': 60, 'currency': 'GBP'}, {'min': 360, 'max': None, 'margin': 75, 'currency': 'GBP'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,WIL.L,WIL,GB,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 7.5}","{'unit': 'PERCENTAGE', 'value': 2.0}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,9.01,5.36,08:35:03,0,173.84,179.68,179.63,167.43,,2,1,0.0,Wilmington Group PLC_5Min_ID_KA.D.WIL.DAILY.IP_ID_.csv,5.039999999999992,148.01,29.889999999999986,16.86182669789225
12238,AR.D.WBOSJ.DAILY.IP,DFB,Wilson Bayly Holmes-Ovcon Ltd,True,True,1.0,AMOUNT,SHARES,True,False,WBO-ZA,"[{'code': 'ZAR', 'symbol': 'SR', 'baseExchangeRate': 20.374704, 'exchangeRate': 0.067, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 15, 'margin': 35, 'currency': 'ZAR'}, {'min': 15, 'max': 90, 'margin': 35, 'currency': 'ZAR'}, {'min': 90, 'max': 300, 'margin': 59.85, 'currency': 'ZAR'}, {'min': 300, 'max': None, 'margin': 75, 'currency': 'ZAR'}]",35,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '07:00', 'closeTime': '14:50'}]}","{'lastDealingDate': '2029-04-06T14:50', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,WBOJ.J,WBO,ZA,,,,"['Closing Only', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 12.5}","{'unit': 'PERCENTAGE', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,117.0,1.34,14:15:49,0,8846.0,8912.0,9021.0,8430.0,,2,1,88.79,Wilson Bayly Holmes-Ovcon Ltd_5Min_ID_AR.D.WBOSJ.DAILY.IP_ID_.csv,230.0,10111.0,2750.0,8.363636363636363
